FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8016866.txt,https://danganca73--s1danganca763.repl.co/,41,danganca73--s1danganca763.repl.co,33,0,co,31.96243203,0.433333333,0.0059772,0.04961259,2,1,0,0,0,23,0.561,6,0.146,0,0,0,4,0.098,1,104,306,1,danganca73--s1danganca763repl,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
23251.txt,https://www.comm100.com,22,www.comm100.com,15,0,com,100,1,0.5229071,0.053258152,3,1,0,0,0,6,0.273,3,0.136,0,0,0,1,0.045,1,6827,47927,1,mm100,71.42857143,71.42857143,1,1,1,0,0,1,0,6,0,1,0,0,0,1,0,0,1,100,12,25,133,8,142,1
155405.txt,https://www.android-ide.com,26,www.android-ide.com,19,0,com,100,0.727272727,0.5229071,0.065443954,3,1,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,301,256,1,android-ide,100,100,1,0,1,0,0,1,0,7,0,1,0,0,0,0,0,0,1,17,2,8,10,0,13,1
80239.txt,https://www.nosurfmusic.com,26,www.nosurfmusic.com,19,0,com,100,1,0.5229071,0.060369806,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,301,934,1,nosurfmusic,100,100,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,11,1,7,0,0,9,1
8057078.txt,https://f0d5ad0d-9c5c-46aa-aec6-34bc6d5d89bb.id.repl.co/,56,f0d5ad0d-9c5c-46aa-aec6-34bc6d5d89bb.id.repl.co,47,0,co,34.75718451,0.159090909,0.0059772,0.036046787,2,2,0,0,0,26,0.464,14,0.25,0,0,0,8,0.143,1,198,869,1,f0d5ad0d-9c5c-46aa-aec6-34bc6d5d89bbidrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
895670.txt,https://www.agogo.nl,19,www.agogo.nl,12,0,nl,100,1,0.0082003,0.066727307,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,193,401,1,agogo,100,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,2,0,0,17,1
654413.txt,https://www.lnzlife.com,22,www.lnzlife.com,15,0,com,100,1,0.5229071,0.05455802,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,3740,3970,1,lnzlife,100,100,0,0,1,1,0,1,0,19,0,1,1,1,1,1,1,0,1,122,2,22,36,0,12,1
oph02391.txt,https://ipfs.io/ipfs/bafybeiccswtnn4ooaay2h3h7mau7brgaz56e2iyqimcp3eeo52adepdape,79,ipfs.io,7,0,io,12.69078725,1,0.0129268,0.044491498,2,0,0,0,0,57,0.722,11,0.139,0,0,0,3,0.038,1,107,25299,1,ipfsipfsbafybeiccswtnn4ooaay2h3h7mau7brgaz56e2iyqimcp3eeo52adepdap,0,98.50746269,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,6,2,0,3,0
423245.txt,https://www.jarrold.co.uk,24,www.jarrold.co.uk,17,0,uk,100,0.8,0.028555,0.059388753,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,665,2799,1,jarroldco,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,26,2,4,353,0,30,1
123152.txt,https://www.ashleyborden.com,27,www.ashleyborden.com,20,0,com,100,1,0.5229071,0.060480075,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1529,6745,1,ashleyborden,100,100,0,0,1,0,0,1,0,22,0,1,1,1,1,1,1,0,1,68,4,19,66,0,24,1
545857.txt,https://www.boostupfitness.com,29,www.boostupfitness.com,22,0,com,100,1,0.5229071,0.060107139,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,979,14847,1,boostupfitness,100,100,0,1,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,29,14,22,102,0,98,1
224486.txt,https://www.ghumakkar.com,24,www.ghumakkar.com,17,0,com,100,1,0.5229071,0.052543557,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,4653,9381,1,ghumakkar,100,100,1,1,1,0,0,0,0,7,0,1,1,1,0,0,0,0,1,37,6,13,142,9,185,1
624610.txt,https://www.labeverlyhillsdentist.com,36,www.labeverlyhillsdentist.com,29,0,com,100,1,0.5229071,0.055030945,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,2321,32763,1,labeverlyhillsdentist,100,100,0,1,1,0,0,1,0,9,0,1,1,1,0,0,1,0,1,49,8,30,203,3,247,1
29060.txt,https://www.detik.com,20,www.detik.com,13,0,com,100,1,0.5229071,0.061315858,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,3699,2089,1,detik,100,100,1,1,1,1,0,1,0,6,0,1,0,0,0,0,0,0,1,68,31,26,39,2,235,1
8067076.txt,https://natwest-livechat.firebaseapp.com/,41,natwest-livechat.firebaseapp.com,32,0,com,58.63517992,0.428571429,0.5229071,0.058366485,3,1,0,0,0,29,0.707,0,0,0,0,0,4,0.098,1,108,8125,1,natwest-livechatfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7926943.txt,https://wb8e81.webwave.dev/,26,wb8e81.webwave.dev,18,0,dev,43.92462638,0.714285714,0.0009613,0.035856848,3,1,0,0,0,13,0.5,3,0.115,0,0,0,2,0.077,1,66,3018,1,wb8e81webwave,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0
145680.txt,https://www.eular.org,20,www.eular.org,13,0,org,100,1,0.0799628,0.067484694,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1857,2269,1,eular,100,100,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,10,2,4,69,37,24,1
838669.txt,https://www.archivioartemetafisica.org,37,www.archivioartemetafisica.org,30,0,org,100,1,0.0799628,0.065498135,3,1,0,0,0,24,0.649,0,0,0,0,0,1,0.027,1,1024,5682,1,archivioartemetafisica,100,100,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,36,31,85,2,80,1
808697.txt,https://www.chelseawellwomen.co.uk,33,www.chelseawellwomen.co.uk,26,0,uk,100,0.894736842,0.028555,0.06163747,2,2,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,806,9381,1,chelseawellwomenco,0,0,0,1,1,0,0,1,0,3,0,1,0,1,0,0,0,0,1,10,15,21,39,2,54,1
8099787.txt,https://www.dlrect-smtb.jp.ap1.ib.grenadelokum.com/,51,www.dlrect-smtb.jp.ap1.ib.grenadelokum.com,42,0,com,29.29185311,0.411764706,0.5229071,0.0532387,3,5,0,0,0,31,0.608,1,0.02,0,0,0,7,0.137,1,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545877.txt,https://www.thevintageaviator.co.nz,34,www.thevintageaviator.co.nz,27,0,nz,100,0.9,0.0019933,0.062206998,2,2,0,0,0,20,0.588,0,0,0,0,0,2,0.059,1,1116,1935,1,thevitageaviatorco,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,7,24,441,0,31,1
mw66198.txt,http://www.smile.cannca.shop,27,www.smile.cannca.shop,21,0,shop,54.70972703,0.583333333,0.0004041,0.065621611,4,2,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,8,41,1,smilecannca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90041.txt,https://www.sevenson.com.au,26,www.sevenson.com.au,19,0,au,100,0.75,0.0100856,0.069768546,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,450,2645,1,sevensoncom,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,10,24,32,0,32,1
8020020.txt,https://str-dhh1434.web.app/,27,str-dhh1434.web.app,19,0,app,51.13573407,0.533333333,0.001502,0.031915381,3,1,0,0,0,12,0.444,4,0.148,0,0,0,3,0.111,1,2,194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720307.txt,https://www.jewishvoicesnj.org,29,www.jewishvoicesnj.org,22,0,org,100,1,0.0799628,0.054446215,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1335,4664,1,jewishvoicesnj,100,100,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,25,28,50,100,3,120,1
393731.txt,https://www.mambazo.com,22,www.mambazo.com,15,0,com,100,1,0.5229071,0.065754535,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,2113,2050,1,mambazo,100,100,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,48,4,3,49,48,75,1
254988.txt,https://www.amicimiei.de,23,www.amicimiei.de,16,0,de,100,1,0.0326503,0.065057949,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,318,1280,1,amicimiei,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,2,0,3,2,1
434691.txt,https://www.wheatlandmusic.org,29,www.wheatlandmusic.org,22,0,org,100,1,0.0799628,0.057671358,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,920,2140,1,wheatlandmusic,100,100,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,21,9,15,170,6,186,1
mw99186.txt,http://www.a-c-s.com,19,www.a-c-s.com,13,0,com,87.90123457,0.4,0.5229071,0.077034049,3,1,0,0,0,5,0.263,0,0,0,0,0,3,0.158,0,9,72,1,a-c-s,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8105430.txt,https://maildinshaakckjnw133.firebaseapp.com/,45,maildinshaakckjnw133.firebaseapp.com,36,0,com,49.38560977,0.65625,0.5229071,0.049230387,3,1,0,0,0,31,0.689,3,0.067,0,0,0,3,0.067,1,108,8125,1,maildinshaakckjnw133firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
22682.txt,https://www.firsthealth.org,26,www.firsthealth.org,19,0,org,100,1,0.0799628,0.056304368,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1870,1401,1,firsthealth,100,100,1,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,0,119,8,12,108,21,57,1
44307.txt,https://www.dtcc.com,19,www.dtcc.com,12,0,com,100,1,0.5229071,0.067677282,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,3105,37089,1,dtcc,100,100,0,0,1,0,0,1,0,2,0,1,0,1,0,1,0,0,1,12,3,15,271,6,53,1
700228.txt,https://www.trippingly.net,25,www.trippingly.net,18,0,net,100,1,0.0384199,0.048584834,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,7871,16310,1,trippingly,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,40,4,14,131,0,19,1
130392.txt,https://www.usalacrosse.com,26,www.usalacrosse.com,19,0,com,100,1,0.5229071,0.069745648,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2323,36376,1,usalacrosse,100,100,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,1,1,182,3,9,330,37,117,1
7967279.txt,https://dememdrebese.firebaseapp.com/,36,dememdrebese.firebaseapp.com,28,0,com,77.56861365,0.541666667,0.5229071,0.062288489,3,1,0,0,0,26,0.722,0,0,0,0,0,2,0.056,1,108,8125,1,dememdrebesefirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw142093.txt,http://www.x5.mhnpv.com,22,www.x5.mhnpv.com,16,0,com,59.29487179,0.875,0.5229071,0.03985064,3,2,0,0,0,8,0.364,1,0.045,0,0,0,2,0.091,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479226.txt,https://www.schlosskonzert.de,28,www.schlosskonzert.de,21,0,de,100,1,0.0326503,0.055098005,2,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,366,334,1,schlosskonzert,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,9,14,16,0,0,1
8117703.txt,https://metamazk-log-usa.godaddysites.com/,42,metamazk-log-usa.godaddysites.com,33,0,com,58.07217004,0.448275862,0.5229071,0.05747214,3,1,0,0,0,29,0.69,0,0,0,0,0,5,0.119,1,114,5262,1,metamazk-log-usagodaddysites,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,2,2,4,2,0,2,0
223854.txt,https://www.doyensec.com,23,www.doyensec.com,16,0,com,100,1,0.5229071,0.068641151,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,206,669,1,doyensec,100,100,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,3,5,0,1,4,1
mw205615.txt,http://www.anitaarneitz.at,25,www.anitaarneitz.at,19,0,at,58.88888889,1,0.0038776,0.064188334,2,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,9,78,1,nitrneitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
398649.txt,https://www.konsumentverket.se,29,www.konsumentverket.se,22,0,se,100,1,0.0040185,0.056629603,2,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,959,555,1,konumentverket,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,28,4,3,101,9,20,1
28645.txt,https://www.blakearchive.org,27,www.blakearchive.org,20,0,org,100,1,0.0799628,0.058659218,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,177,312,1,blakearchive,100,100,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,8,60,18,0,4,1
